emaFast,emaSlow,stLen,stMult,stRsiLen,volLen,volMult,minScore,minBars,2024_n,2024_wr,2024_pnl,2024_pf,2024_avgW,2024_avgL,2024_maxDD,2024_score,2025_n,2025_wr,2025_pnl,2025_pf,2025_avgW,2025_avgL,2025_maxDD,2025_score,2026_n,2026_wr,2026_pnl,2026_pf,2026_avgW,2026_avgL,2026_maxDD,2026_score,total_score,total_pnl
13,21,10,3.0,14,14,1.5,6,3,89,53.9,-2.65,0.97,2.039,-2.451,-33.79,-0.1142,64,54.7,-0.68,0.99,2.213,-2.695,-24.63,-0.0407,23,47.8,-6.61,0.75,1.825,-2.224,-16.13,-0.4292,-0.5841000000000001,-9.940000000000001
9,21,7,2.0,14,20,1.5,6,5,82,54.9,-0.74,0.99,2.043,-2.504,-23.1,-0.0471,60,53.3,-5.7,0.93,2.199,-2.717,-24.99,-0.3109,19,52.6,-2.15,0.89,1.727,-2.157,-11.69,-0.2299,-0.5879,-8.59
13,21,7,2.0,14,20,1.2,5,3,516,54.5,-15.94,0.97,2.054,-2.524,-76.0,-0.3111,448,53.3,-62.73,0.89,2.112,-2.715,-111.58,-0.76,221,57.0,10.62,1.05,1.78,-2.249,-35.27,0.4827,-0.5883999999999999,-68.05
13,21,10,3.0,14,14,1.5,6,5,88,54.5,-0.22,1.0,2.039,-2.452,-33.79,-0.0096,63,54.0,-4.55,0.94,2.165,-2.695,-28.2,-0.2258,22,50.0,-4.22,0.83,1.825,-2.209,-13.74,-0.3548,-0.5902000000000001,-8.989999999999998
13,34,10,2.0,14,20,1.2,6,3,110,53.6,-14.24,0.89,1.93,-2.512,-38.39,-0.4936,72,55.6,5.3,1.06,2.312,-2.725,-31.84,0.2661,28,50.0,-4.96,0.84,1.861,-2.216,-15.92,-0.3696,-0.5971,-13.900000000000002
9,34,10,3.0,14,20,1.2,5,3,519,54.7,-9.59,0.98,2.043,-2.51,-67.45,-0.2133,445,50.8,-103.64,0.82,2.16,-2.702,-127.52,-1.003,229,56.8,11.52,1.05,1.772,-2.211,-29.87,0.6156,-0.6006999999999999,-101.71000000000001
13,21,7,3.0,14,14,1.5,5,3,492,55.9,26.71,1.05,2.076,-2.508,-67.88,0.6342,437,49.9,-118.19,0.8,2.178,-2.708,-141.08,-0.9983,225,54.2,-6.86,0.97,1.815,-2.216,-41.72,-0.2402,-0.6043,-98.33999999999999
9,21,14,3.0,14,14,1.5,6,5,87,55.2,0.08,1.0,1.993,-2.451,-31.3,0.0038,59,52.5,-5.42,0.93,2.26,-2.696,-29.22,-0.2538,22,50.0,-4.22,0.83,1.825,-2.209,-13.74,-0.3548,-0.6048,-9.559999999999999
13,34,14,2.0,14,14,1.2,4,5,629,55.0,6.5,1.01,2.08,-2.521,-90.44,0.1111,616,51.5,-177.76,0.78,2.041,-2.758,-194.15,-1.0823,298,56.0,9.51,1.03,1.816,-2.242,-42.16,0.3549,-0.6163000000000001,-161.75
9,21,7,3.0,14,14,1.2,6,5,107,53.3,-7.48,0.94,2.058,-2.496,-29.41,-0.3544,81,54.3,-6.54,0.93,2.131,-2.711,-36.99,-0.2484,28,53.6,-0.12,1.0,1.913,-2.216,-11.82,-0.0145,-0.6173,-14.139999999999999
9,21,14,3.0,14,14,1.5,6,3,88,54.5,-2.36,0.98,1.993,-2.45,-31.3,-0.11,60,53.3,-1.55,0.98,2.31,-2.696,-25.36,-0.0884,23,47.8,-6.61,0.75,1.825,-2.224,-16.13,-0.4292,-0.6276,-10.52
9,21,7,2.0,14,20,1.5,6,3,84,54.8,0.7,1.01,2.082,-2.502,-23.1,0.0453,60,53.3,-5.7,0.93,2.199,-2.717,-24.99,-0.3109,20,50.0,-4.54,0.79,1.727,-2.181,-13.67,-0.3676,-0.6332,-9.54
13,34,10,2.0,10,20,1.5,4,5,621,55.2,19.51,1.03,2.094,-2.514,-86.14,0.3573,606,52.8,-134.75,0.83,2.042,-2.756,-154.69,-1.0964,296,55.4,2.82,1.01,1.81,-2.227,-41.94,0.1031,-0.6360000000000001,-112.42
9,34,7,2.0,10,20,1.2,6,3,99,54.5,-1.63,0.99,2.082,-2.535,-23.99,-0.0992,70,55.7,0.35,1.0,2.166,-2.714,-24.03,0.0216,35,48.6,-11.82,0.7,1.646,-2.212,-21.06,-0.5597,-0.6373,-13.1
13,21,7,3.0,14,14,1.5,6,3,88,54.5,-0.15,1.0,2.039,-2.45,-31.3,-0.0074,68,52.9,-6.96,0.92,2.188,-2.679,-30.62,-0.3093,22,50.0,-4.53,0.82,1.825,-2.237,-16.13,-0.3235,-0.6402000000000001,-11.64
9,21,10,3.0,14,14,1.2,6,3,110,51.8,-14.19,0.89,2.058,-2.481,-33.69,-0.5541,79,57.0,4.82,1.05,2.167,-2.727,-26.23,0.2921,30,50.0,-4.6,0.86,1.913,-2.219,-14.43,-0.3853,-0.6473,-13.969999999999999
13,34,14,2.0,10,14,1.5,4,5,624,55.4,23.02,1.03,2.084,-2.511,-98.38,0.372,616,52.4,-145.65,0.82,2.053,-2.76,-160.03,-1.1304,295,55.9,3.37,1.01,1.793,-2.25,-48.43,0.1074,-0.651,-119.26
9,21,7,2.0,10,20,1.2,6,3,103,55.3,-0.49,1.0,2.038,-2.535,-23.2,-0.031,79,55.7,-1.81,0.98,2.126,-2.724,-31.89,-0.0841,34,50.0,-9.33,0.75,1.646,-2.195,-18.57,-0.5364,-0.6515,-11.629999999999999
9,34,7,3.0,14,20,1.2,5,3,516,54.7,-10.23,0.98,2.049,-2.513,-69.6,-0.2203,444,50.2,-115.86,0.81,2.16,-2.704,-132.9,-1.0478,231,56.7,12.53,1.06,1.783,-2.21,-32.73,0.6153,-0.6528,-113.56
13,21,14,2.0,14,14,1.5,4,5,628,56.5,33.24,1.05,2.026,-2.513,-64.69,0.8306,618,52.1,-157.97,0.81,2.06,-2.774,-172.57,-1.118,304,53.6,-14.39,0.95,1.843,-2.233,-56.6,-0.3663,-0.6537000000000002,-139.12
13,34,10,2.0,14,14,1.2,6,5,107,51.4,-17.17,0.87,2.039,-2.487,-36.18,-0.6065,79,57.0,0.42,1.0,2.075,-2.734,-34.16,0.0186,26,53.8,-0.59,0.98,1.845,-2.202,-11.5,-0.0709,-0.6588,-17.34
13,21,10,3.0,14,14,1.5,5,3,488,55.5,21.87,1.04,2.084,-2.501,-70.74,0.4932,436,50.5,-103.96,0.82,2.182,-2.704,-132.49,-0.9631,223,54.7,-5.09,0.98,1.796,-2.22,-38.94,-0.1929,-0.6628,-87.17999999999999
9,21,14,2.0,14,14,1.5,5,3,499,56.1,20.58,1.04,2.03,-2.501,-57.06,0.5741,441,53.1,-64.7,0.89,2.133,-2.724,-120.73,-0.7202,222,54.1,-17.26,0.92,1.768,-2.249,-45.91,-0.5242,-0.6702999999999999,-61.38000000000001
9,21,7,3.0,14,14,1.5,6,5,87,55.2,0.08,1.0,1.993,-2.451,-31.3,0.0038,64,50.0,-14.36,0.83,2.23,-2.679,-36.79,-0.4746,21,52.4,-2.14,0.9,1.825,-2.221,-13.74,-0.1996,-0.6704,-16.419999999999998
13,34,10,2.0,14,20,1.2,4,5,633,55.1,12.13,1.02,2.083,-2.517,-94.82,0.1998,604,52.0,-146.79,0.82,2.074,-2.752,-160.94,-1.1243,302,55.6,6.95,1.02,1.815,-2.223,-42.86,0.2523,-0.6722000000000001,-127.71
9,21,14,2.0,10,20,1.2,5,3,531,55.7,15.07,1.03,2.047,-2.515,-63.23,0.3746,476,53.8,-78.8,0.87,2.043,-2.735,-108.73,-0.9598,235,55.3,-3.02,0.99,1.78,-2.233,-51.69,-0.0879,-0.6730999999999999,-66.75
13,34,10,2.0,14,20,1.2,6,5,107,54.2,-13.58,0.89,1.893,-2.517,-36.48,-0.4973,71,54.9,1.43,1.02,2.272,-2.725,-33.96,0.0644,27,51.9,-2.57,0.91,1.861,-2.202,-13.53,-0.2446,-0.6775,-14.72
9,34,7,3.0,14,14,1.5,6,3,90,54.4,1.43,1.01,2.081,-2.452,-33.8,0.0644,70,52.9,-8.72,0.9,2.161,-2.687,-32.38,-0.3602,23,47.8,-6.74,0.75,1.825,-2.235,-18.35,-0.3856,-0.6814,-14.030000000000001
13,21,10,2.0,10,20,1.2,5,3,523,54.5,-12.84,0.98,2.058,-2.518,-82.24,-0.2332,464,53.9,-61.64,0.89,2.087,-2.727,-105.02,-0.8001,230,56.1,9.48,1.04,1.811,-2.22,-43.59,0.3458,-0.6875000000000001,-65.0
9,34,7,3.0,14,14,1.2,4,3,730,54.9,-12.04,0.99,2.028,-2.508,-113.46,-0.1606,716,51.8,-158.49,0.83,2.138,-2.759,-178.18,-1.1193,336,55.7,10.66,1.03,1.843,-2.241,-27.93,0.5918,-0.6881,-159.87
13,34,10,2.0,14,14,1.2,6,3,111,50.5,-20.56,0.85,2.076,-2.487,-41.22,-0.6225,80,57.5,4.28,1.05,2.114,-2.734,-33.21,0.2062,27,51.9,-2.98,0.9,1.845,-2.216,-13.9,-0.2725,-0.6888000000000001,-19.259999999999998
13,34,14,3.0,10,14,1.2,4,3,719,56.3,33.7,1.04,2.039,-2.523,-92.01,0.5905,700,51.9,-142.07,0.85,2.174,-2.763,-156.6,-1.1601,338,55.0,-3.42,0.99,1.82,-2.25,-43.04,-0.1193,-0.6888999999999998,-111.78999999999999
13,34,7,3.0,10,20,1.2,4,3,721,56.0,12.85,1.02,2.001,-2.509,-97.3,0.2072,700,50.6,-177.26,0.81,2.194,-2.757,-191.73,-1.1275,338,55.0,4.08,1.01,1.849,-2.236,-29.34,0.2112,-0.7090999999999998,-160.32999999999998
9,21,10,3.0,14,14,1.5,6,5,87,55.2,0.08,1.0,1.993,-2.451,-31.3,0.0038,60,51.7,-8.08,0.9,2.26,-2.695,-29.22,-0.3637,22,50.0,-4.22,0.83,1.825,-2.209,-13.74,-0.3548,-0.7147,-12.219999999999999
13,21,7,3.0,14,20,1.5,5,3,479,55.3,-8.17,0.98,2.011,-2.529,-65.42,-0.1882,430,50.0,-115.0,0.8,2.156,-2.691,-139.04,-0.987,216,55.6,9.08,1.04,1.846,-2.213,-31.15,0.4579,-0.7173,-114.09
9,34,14,2.0,14,14,1.5,6,5,88,54.5,-0.69,0.99,2.028,-2.451,-30.27,-0.0336,66,53.0,-7.8,0.91,2.17,-2.701,-36.38,-0.2894,21,47.6,-5.36,0.78,1.918,-2.231,-14.49,-0.3992,-0.7222,-13.850000000000001
9,21,7,2.0,10,14,1.2,6,3,106,53.8,1.95,1.02,2.199,-2.518,-30.61,0.0965,78,55.1,-7.89,0.92,2.001,-2.684,-29.63,-0.3662,36,50.0,-8.37,0.79,1.739,-2.204,-20.79,-0.4545,-0.7242000000000001,-14.309999999999999
13,21,10,2.0,14,14,1.5,4,5,627,56.3,31.4,1.05,2.039,-2.512,-64.55,0.7828,616,52.4,-140.36,0.83,2.075,-2.767,-155.24,-1.1323,304,53.6,-14.87,0.95,1.841,-2.233,-56.95,-0.3755,-0.7250000000000001,-123.83000000000001
9,34,14,2.0,14,14,1.5,5,3,481,54.7,-7.15,0.99,2.036,-2.489,-72.98,-0.1476,427,53.4,-53.94,0.9,2.133,-2.714,-122.65,-0.6024,211,55.5,0.48,1.0,1.818,-2.258,-30.7,0.0234,-0.7266,-60.61
9,21,10,3.0,10,14,1.5,4,3,721,56.6,32.89,1.04,2.016,-2.523,-77.85,0.6804,713,51.2,-173.13,0.82,2.162,-2.765,-198.95,-1.0735,340,54.1,-14.06,0.96,1.826,-2.243,-61.24,-0.3342,-0.7272999999999998,-154.3
13,34,10,3.0,10,14,1.5,4,3,720,55.3,-5.7,0.99,2.018,-2.512,-109.52,-0.0796,699,50.8,-166.12,0.82,2.2,-2.753,-182.81,-1.1237,333,55.3,9.0,1.03,1.855,-2.231,-29.35,0.4731,-0.7302,-162.82
9,34,7,3.0,14,14,1.2,6,3,111,52.3,-8.86,0.93,2.131,-2.499,-34.64,-0.3531,87,56.3,-0.9,0.99,2.089,-2.717,-32.59,-0.0417,30,50.0,-4.73,0.86,1.913,-2.228,-16.43,-0.3493,-0.7441,-14.49
9,34,7,2.0,10,14,1.2,6,3,102,52.9,0.81,1.01,2.253,-2.518,-30.61,0.0395,70,55.7,-4.84,0.94,2.015,-2.692,-23.26,-0.2928,37,48.6,-10.86,0.74,1.739,-2.219,-23.29,-0.4935,-0.7468,-14.889999999999999
9,21,14,3.0,10,20,1.2,4,3,714,56.3,39.75,1.05,2.055,-2.521,-71.93,0.895,716,52.2,-146.49,0.85,2.141,-2.77,-183.26,-1.0231,345,52.5,-32.3,0.91,1.863,-2.253,-71.08,-0.6235,-0.7515999999999999,-139.04000000000002
13,21,10,2.0,14,14,1.2,4,5,634,56.0,24.78,1.04,2.05,-2.52,-64.33,0.6125,626,51.6,-168.34,0.8,2.063,-2.754,-186.25,-1.0879,305,54.1,-10.03,0.97,1.831,-2.23,-53.03,-0.2767,-0.7521,-153.59
13,21,10,2.0,14,14,1.5,6,5,88,53.4,-9.86,0.9,1.931,-2.454,-32.79,-0.4036,65,50.8,-16.74,0.81,2.113,-2.703,-40.31,-0.4927,20,55.0,0.84,1.04,1.842,-2.157,-8.7,0.1408,-0.7555000000000001,-25.759999999999998
9,34,14,2.0,14,20,1.2,6,5,108,55.6,-4.62,0.96,1.944,-2.526,-27.81,-0.2397,72,54.2,-0.44,1.0,2.29,-2.719,-34.89,-0.0188,28,46.4,-8.18,0.75,1.936,-2.223,-17.17,-0.4975,-0.756,-13.24
9,34,14,2.0,14,20,1.5,4,5,625,56.3,38.42,1.06,2.06,-2.516,-61.3,1.0178,609,52.7,-129.82,0.84,2.083,-2.773,-147.83,-1.1156,305,53.1,-33.0,0.9,1.766,-2.231,-67.39,-0.6623,-0.7600999999999999,-124.39999999999999
9,34,14,2.0,14,14,1.5,6,3,89,53.9,-3.12,0.97,2.028,-2.451,-30.27,-0.1488,67,53.7,-3.93,0.95,2.217,-2.701,-34.24,-0.1633,22,45.5,-7.75,0.71,1.918,-2.244,-16.88,-0.449,-0.7611,-14.8
13,34,10,2.0,14,14,1.2,4,5,629,54.8,4.81,1.01,2.089,-2.521,-90.02,0.0825,613,51.9,-161.93,0.8,2.045,-2.753,-178.59,-1.0964,297,55.6,7.61,1.03,1.836,-2.238,-47.64,0.2498,-0.7641,-149.51
9,34,14,2.0,14,20,1.2,5,3,508,54.5,-14.26,0.98,2.029,-2.494,-65.29,-0.3242,443,53.5,-64.92,0.88,2.092,-2.721,-119.31,-0.7323,220,56.4,6.21,1.03,1.792,-2.25,-33.61,0.2887,-0.7678,-72.97000000000001
9,21,10,3.0,14,14,1.5,6,3,88,54.5,-2.36,0.98,1.993,-2.45,-31.3,-0.11,61,52.5,-4.22,0.95,2.31,-2.695,-25.36,-0.2308,23,47.8,-6.61,0.75,1.825,-2.224,-16.13,-0.4292,-0.77,-13.190000000000001
9,34,10,2.0,10,14,1.2,4,5,630,55.4,17.18,1.02,2.082,-2.525,-77.58,0.3479,626,52.9,-124.34,0.85,2.088,-2.765,-149.9,-1.0676,306,55.6,-1.7,0.99,1.774,-2.23,-50.66,-0.051,-0.7707000000000002,-108.86
9,21,10,3.0,14,20,1.5,5,3,482,55.2,-6.11,0.99,2.032,-2.53,-47.2,-0.1944,432,50.0,-113.15,0.81,2.169,-2.693,-144.6,-0.939,217,55.8,7.36,1.03,1.822,-2.22,-32.05,0.3586,-0.7747999999999999,-111.9
13,34,7,2.0,14,14,1.5,6,5,83,53.0,-5.57,0.94,2.055,-2.461,-32.75,-0.2377,61,50.8,-13.75,0.83,2.171,-2.701,-36.03,-0.465,19,52.6,-0.64,0.97,1.918,-2.203,-11.46,-0.0762,-0.7789,-19.96
9,21,10,3.0,10,20,1.5,4,3,718,55.8,16.45,1.02,2.029,-2.515,-90.0,0.2874,709,52.2,-145.63,0.84,2.136,-2.761,-176.05,-1.057,336,54.8,-0.48,1.0,1.857,-2.251,-46.2,-0.0156,-0.7851999999999999,-129.66
13,21,14,2.0,14,14,1.2,5,3,526,54.6,-16.53,0.97,2.028,-2.505,-83.66,-0.2934,466,52.8,-83.2,0.86,2.09,-2.715,-151.14,-0.7192,231,55.8,4.94,1.02,1.814,-2.246,-33.67,0.227,-0.7856,-94.79
9,34,14,3.0,10,14,1.5,4,3,717,54.7,-7.97,0.99,2.062,-2.511,-100.52,-0.1203,706,51.1,-165.67,0.83,2.19,-2.772,-202.12,-1.0191,335,55.5,9.41,1.03,1.837,-2.23,-41.58,0.3535,-0.7859,-164.23
9,34,14,2.0,14,20,1.2,6,3,110,54.5,-9.36,0.93,1.944,-2.52,-29.72,-0.4359,73,54.8,3.43,1.04,2.329,-2.719,-31.7,0.1684,29,44.8,-10.57,0.7,1.936,-2.234,-19.56,-0.5244,-0.7919,-16.5
9,34,14,3.0,14,14,1.2,4,3,727,55.3,16.52,1.02,2.069,-2.509,-108.83,0.2384,719,52.2,-145.57,0.85,2.144,-2.76,-172.91,-1.0783,337,54.9,1.09,1.0,1.85,-2.245,-37.5,0.044,-0.7959,-127.95999999999998
13,21,14,2.0,10,20,1.5,5,3,494,54.5,-19.19,0.97,2.034,-2.517,-78.63,-0.3596,436,55.0,-36.24,0.93,2.081,-2.733,-97.05,-0.5343,219,55.3,2.75,1.01,1.822,-2.221,-44.0,0.096,-0.7978999999999999,-52.68000000000001
9,21,14,2.0,10,20,1.5,5,3,504,55.0,-8.63,0.98,2.031,-2.516,-76.16,-0.1707,447,54.4,-59.79,0.89,2.05,-2.735,-111.49,-0.7326,223,55.6,2.75,1.01,1.798,-2.224,-41.43,0.1021,-0.8012,-65.67
13,34,7,3.0,10,14,1.2,4,3,725,55.6,-3.39,1.0,2.003,-2.517,-102.09,-0.0509,705,51.2,-169.03,0.82,2.159,-2.757,-183.56,-1.138,337,55.8,7.95,1.02,1.824,-2.248,-32.04,0.3837,-0.8051999999999999,-164.47
13,34,7,2.0,14,14,1.5,6,3,85,52.9,-3.91,0.96,2.1,-2.461,-32.75,-0.1702,62,51.6,-9.88,0.88,2.224,-2.701,-34.24,-0.3733,20,50.0,-3.04,0.86,1.918,-2.222,-13.85,-0.2646,-0.8081,-16.830000000000002
9,34,7,3.0,14,20,1.5,5,3,472,54.9,-16.01,0.97,2.019,-2.53,-67.41,-0.3516,429,50.6,-107.65,0.81,2.145,-2.703,-134.34,-0.9728,213,55.9,9.6,1.05,1.833,-2.218,-29.5,0.5129,-0.8115,-114.06000000000002
9,34,10,3.0,14,20,1.5,5,3,475,54.7,-16.09,0.97,2.025,-2.524,-67.53,-0.3526,429,51.3,-92.57,0.84,2.145,-2.7,-126.1,-0.9211,211,55.9,8.54,1.04,1.822,-2.22,-29.54,0.4537,-0.8200000000000001,-100.12
9,34,14,2.0,10,20,1.5,4,5,626,56.1,33.74,1.05,2.068,-2.517,-64.49,0.8433,618,53.1,-125.38,0.84,2.066,-2.769,-145.21,-1.1077,306,53.6,-28.11,0.91,1.761,-2.231,-67.75,-0.5723,-0.8366999999999999,-119.74999999999999
13,21,14,3.0,14,14,1.5,4,3,721,55.1,-4.58,0.99,2.037,-2.51,-111.12,-0.063,708,52.0,-160.54,0.83,2.119,-2.766,-199.83,-1.0075,330,55.2,6.4,1.02,1.868,-2.254,-42.63,0.2321,-0.8384,-158.72
9,21,7,3.0,14,14,1.5,6,3,88,54.5,-2.36,0.98,1.993,-2.45,-31.3,-0.11,65,50.8,-10.5,0.88,2.28,-2.679,-32.92,-0.4094,22,50.0,-4.53,0.82,1.825,-2.237,-16.13,-0.3235,-0.8429,-17.39
13,34,10,2.0,14,14,1.5,4,5,626,55.4,14.47,1.02,2.059,-2.509,-90.75,0.2502,601,52.7,-126.17,0.84,2.071,-2.756,-137.85,-1.1642,295,54.9,2.4,1.01,1.852,-2.238,-51.9,0.0709,-0.8431,-109.3
13,21,14,2.0,10,20,1.2,5,3,521,55.3,7.72,1.01,2.061,-2.514,-71.34,0.1679,465,54.2,-62.03,0.89,2.061,-2.73,-103.04,-0.8212,232,54.7,-7.31,0.97,1.786,-2.23,-56.41,-0.1909,-0.8442,-61.620000000000005
9,34,10,3.0,10,14,1.5,4,3,721,54.8,-12.6,0.98,2.039,-2.509,-96.87,-0.1962,707,51.2,-164.21,0.83,2.187,-2.771,-201.02,-1.0179,334,55.4,8.8,1.03,1.842,-2.228,-36.98,0.3696,-0.8445,-168.01
9,21,7,2.0,10,14,1.2,4,3,737,56.4,18.06,1.02,2.005,-2.542,-65.07,0.4371,731,51.6,-185.23,0.81,2.132,-2.793,-212.43,-1.0691,354,55.1,-7.85,0.98,1.792,-2.247,-54.71,-0.2136,-0.8455999999999999,-175.01999999999998
9,34,10,3.0,10,20,1.2,4,3,717,55.6,12.69,1.02,2.031,-2.508,-87.77,0.2261,711,51.8,-144.78,0.85,2.185,-2.766,-185.74,-0.997,338,54.4,-2.53,0.99,1.857,-2.235,-42.08,-0.0901,-0.861,-134.62
9,21,7,3.0,14,14,1.2,4,3,732,56.1,20.13,1.02,2.015,-2.518,-85.8,0.3712,726,51.5,-180.11,0.81,2.112,-2.756,-199.32,-1.1093,338,54.4,-3.68,0.99,1.87,-2.258,-44.45,-0.1238,-0.8619,-163.66000000000003
9,34,7,3.0,14,14,1.5,5,3,483,55.3,11.3,1.02,2.071,-2.507,-61.74,0.2856,435,50.6,-110.78,0.81,2.154,-2.719,-132.02,-1.0164,223,54.7,-3.27,0.99,1.811,-2.22,-36.99,-0.1313,-0.8620999999999999,-102.75
13,34,7,2.0,14,20,1.5,4,5,621,55.2,8.19,1.01,2.063,-2.516,-85.7,0.1484,594,53.0,-124.27,0.84,2.05,-2.76,-134.89,-1.1735,295,55.6,4.67,1.02,1.802,-2.221,-45.29,0.1596,-0.8654999999999999,-111.41
13,21,14,2.0,14,14,1.5,6,5,89,53.9,-6.27,0.94,1.965,-2.454,-29.43,-0.2973,66,51.5,-11.72,0.86,2.199,-2.703,-40.31,-0.3717,21,52.4,-1.79,0.92,1.842,-2.205,-11.33,-0.2031,-0.8721000000000001,-19.78
9,21,7,3.0,14,14,1.2,6,3,109,52.3,-12.64,0.9,2.058,-2.499,-32.14,-0.5245,82,54.9,-2.68,0.97,2.169,-2.711,-33.13,-0.1182,29,51.7,-2.51,0.92,1.913,-2.229,-14.21,-0.2306,-0.8733,-17.83
9,34,10,2.0,10,14,1.5,4,5,622,55.8,24.42,1.04,2.069,-2.522,-75.24,0.5165,618,53.7,-92.0,0.88,2.103,-2.763,-118.81,-1.043,304,53.9,-15.02,0.95,1.817,-2.236,-61.25,-0.3537,-0.8802,-82.6
9,34,10,2.0,14,20,1.2,4,5,634,56.0,33.13,1.05,2.074,-2.52,-66.55,0.801,611,52.5,-121.56,0.85,2.116,-2.762,-137.25,-1.1376,311,53.4,-27.09,0.92,1.779,-2.223,-66.48,-0.564,-0.9005999999999998,-115.52000000000001
9,34,10,2.0,14,14,1.5,6,5,87,54.0,-4.27,0.96,1.995,-2.451,-33.86,-0.1805,65,52.3,-12.81,0.85,2.086,-2.701,-36.38,-0.4422,20,50.0,-2.73,0.88,1.918,-2.191,-11.86,-0.2785,-0.9012,-19.81
13,21,14,3.0,10,20,1.5,4,3,710,55.2,6.47,1.01,2.052,-2.51,-98.43,0.1019,704,52.1,-143.41,0.85,2.153,-2.771,-190.75,-0.963,336,54.8,-1.32,1.0,1.849,-2.247,-49.14,-0.0406,-0.9017,-138.26
13,21,14,2.0,10,14,1.5,5,5,448,53.8,-21.12,0.96,2.056,-2.496,-91.03,-0.3385,420,53.6,-75.47,0.86,2.017,-2.714,-127.4,-0.7739,197,55.3,4.18,1.02,1.819,-2.205,-31.66,0.2029,-0.9095000000000001,-92.41
13,21,7,2.0,14,14,1.5,6,5,84,52.4,-10.85,0.89,1.993,-2.464,-31.69,-0.4502,62,48.4,-23.52,0.73,2.099,-2.703,-41.33,-0.6003,20,55.0,0.84,1.04,1.842,-2.157,-8.7,0.1408,-0.9097,-33.529999999999994
13,21,14,2.0,14,20,1.2,6,5,110,55.5,-9.23,0.93,1.878,-2.526,-26.75,-0.4788,72,54.2,-0.84,0.99,2.3,-2.744,-38.63,-0.0324,28,50.0,-4.61,0.85,1.875,-2.204,-13.6,-0.4029,-0.9140999999999999,-14.68
9,34,14,2.0,14,20,1.2,4,5,634,56.2,35.2,1.05,2.066,-2.519,-72.26,0.7879,613,52.2,-134.31,0.83,2.113,-2.766,-149.44,-1.1336,310,53.5,-24.66,0.92,1.78,-2.223,-60.42,-0.569,-0.9146999999999998,-123.77
9,21,14,2.0,10,14,1.5,5,3,505,55.2,4.34,1.01,2.048,-2.509,-77.32,0.0868,458,53.3,-75.03,0.87,2.086,-2.729,-122.96,-0.8086,220,55.0,-5.39,0.98,1.79,-2.242,-40.17,-0.1979,-0.9197,-76.08
9,21,7,3.0,14,20,1.5,5,3,482,55.6,-7.15,0.99,1.997,-2.534,-48.02,-0.2239,429,49.7,-119.09,0.8,2.17,-2.692,-143.79,-0.9787,219,55.3,5.84,1.03,1.841,-2.214,-32.19,0.2806,-0.9219999999999999,-120.4
9,34,14,2.0,14,14,1.2,6,5,108,52.8,-8.21,0.94,2.088,-2.494,-27.51,-0.4114,82,56.1,-3.02,0.97,2.071,-2.731,-38.17,-0.1167,28,50.0,-5.31,0.83,1.845,-2.224,-15.13,-0.4092,-0.9373,-16.54
9,34,10,3.0,14,14,1.5,5,3,484,55.0,8.79,1.02,2.083,-2.501,-68.81,0.1982,434,51.4,-93.03,0.84,2.154,-2.717,-121.0,-0.967,221,54.8,-4.27,0.98,1.801,-2.222,-36.97,-0.1709,-0.9397,-88.51
9,34,10,3.0,14,14,1.2,4,3,727,55.0,0.83,1.0,2.051,-2.507,-105.2,0.0121,719,52.4,-139.94,0.85,2.131,-2.758,-166.27,-1.0861,335,54.9,2.7,1.01,1.856,-2.243,-31.56,0.1293,-0.9447000000000001,-136.41
13,21,14,2.0,14,14,1.5,5,3,489,55.0,1.58,1.0,2.051,-2.5,-71.88,0.0337,435,53.6,-51.66,0.91,2.131,-2.713,-118.42,-0.6017,216,54.2,-11.94,0.95,1.8,-2.248,-45.22,-0.3769,-0.9449000000000001,-62.019999999999996
9,21,10,2.0,14,14,1.5,6,5,90,53.3,-12.66,0.88,1.867,-2.435,-31.72,-0.5197,69,49.3,-22.8,0.76,2.101,-2.693,-44.27,-0.5699,20,55.0,0.84,1.04,1.842,-2.157,-8.7,0.1408,-0.9487999999999999,-34.62
13,21,14,2.0,10,14,1.5,5,3,497,54.1,-16.32,0.97,2.066,-2.51,-91.57,-0.264,449,53.7,-60.37,0.89,2.103,-2.726,-119.23,-0.6895,215,55.3,0.03,1.0,1.805,-2.237,-39.37,0.001,-0.9525,-76.66
13,34,10,3.0,10,20,1.2,4,3,719,56.5,25.35,1.03,2.001,-2.515,-86.46,0.468,701,51.4,-152.17,0.84,2.19,-2.758,-168.19,-1.141,338,54.1,-7.96,0.98,1.85,-2.236,-40.42,-0.2896,-0.9626000000000001,-134.78
13,34,7,2.0,14,20,1.2,6,3,106,52.8,-15.23,0.88,1.979,-2.521,-37.28,-0.5346,69,53.6,-1.3,0.99,2.321,-2.725,-31.84,-0.06,28,50.0,-4.96,0.84,1.861,-2.216,-15.92,-0.3696,-0.9642,-21.490000000000002
13,21,10,2.0,14,14,1.2,6,5,109,51.4,-21.5,0.84,1.971,-2.489,-34.15,-0.7748,80,55.0,-9.33,0.91,2.025,-2.734,-39.46,-0.3236,27,55.6,0.9,1.03,1.794,-2.168,-10.42,0.1265,-0.9719,-29.93
13,21,10,2.0,14,20,1.2,6,5,109,54.1,-17.9,0.86,1.831,-2.518,-35.42,-0.65,71,53.5,-5.86,0.94,2.229,-2.744,-38.63,-0.2123,28,53.6,-1.08,0.96,1.809,-2.171,-12.45,-0.119,-0.9813000000000001,-24.839999999999996
